action,project_id,file_ext,file_size,file_name,rel_path,reason,existing_ids,job_id
missing,MAD,.pdf,8501217,2025_03_MOR_MADRID PLAYA SURF+ANEXOS.pdf,Documentación/CAPEX/Madrid/Informes mensuales Hill International/2025_03_MOR_MADRID PLAYA SURF+ANEXOS.pdf,no source_hash or title/project match; enqueued,,7a3fc49a-77dd-4cae-bb8d-1cd0f20ce0a6
missing,MAD,.pdf,8006339,2025_04_MOR_MADRID PLAYA SURF+ANEXOS.pdf,Documentación/CAPEX/Madrid/Informes mensuales Hill International/2025_04_MOR_MADRID PLAYA SURF+ANEXOS.pdf,no source_hash or title/project match; enqueued,,823aea2b-97ca-4fe0-a4b2-b186f35b77e3
unsupported,MAD,.txt,167,2025_05_MOR_MADRID PLAYA SURF+ANEXOS.pdf_Error.txt,__Documentación/CAPEX/Madrid/Informes mensuales Hill International/2025_05_MOR_MADRID PLAYA SURF+ANEXOS.pdf_Error.txt,"parser/export error sidecar, not a source document",,
missing,MAD,.pdf,2360705,2025_06_MOR_MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Informes mensuales Hill International/2025_06_MOR_MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,ea7c37e3-8993-418a-8c20-667b0a578a97
unsupported,MAD,.txt,167,2025_07_MOR_MADRID PLAYA SURF.pdf_Error.txt,__Documentación/CAPEX/Madrid/Informes mensuales Hill International/2025_07_MOR_MADRID PLAYA SURF.pdf_Error.txt,"parser/export error sidecar, not a source document",,
unsupported,MAD,.txt,167,2025_10_MOR_MADRID PLAYA SURF + ANEXOS.pdf_Error.txt,__Documentación/CAPEX/Madrid/Informes mensuales Hill International/2025_10_MOR_MADRID PLAYA SURF + ANEXOS.pdf_Error.txt,"parser/export error sidecar, not a source document",,
missing,MAD,.pdf,5706757,2025_11_MOR_MADRID PLAYA SURF+ANEXOS.pdf,Documentación/CAPEX/Madrid/Informes mensuales Hill International/2025_11_MOR_MADRID PLAYA SURF+ANEXOS.pdf,no source_hash or title/project match; enqueued,,3c17b24c-8da2-44f9-8796-42328dfb6635
missing,MAD,.pdf,4543694,2025_12_MOR_MADRID PLAYA SURF+ANEXOS.pdf,Documentación/CAPEX/Madrid/Informes mensuales Hill International/2025_12_MOR_MADRID PLAYA SURF+ANEXOS.pdf,no source_hash or title/project match; enqueued,,abe30d85-e8a8-42e4-a617-02c562c813d5
missing,MAD,.pdf,5266760,2026_01_MOR_MADRID PLAYA SURF+ANEXOS.pdf,Documentación/CAPEX/Madrid/Informes mensuales Hill International/2026_01_MOR_MADRID PLAYA SURF+ANEXOS.pdf,no source_hash or title/project match; enqueued,,e647da48-e5fb-45c2-b0b6-66df77105824
missing,MAD,.pdf,7401466,2026_02_MOR_MADRID PLAYA SURF+ANEXOS.pdf,Documentación/CAPEX/Madrid/Informes mensuales Hill International/2026_02_MOR_MADRID PLAYA SURF+ANEXOS.pdf,no source_hash or title/project match; enqueued,,c463f0cf-087f-43a7-95a3-daf24b87cd29
missing,MAD,.pdf,6757975,2026_04_MOR_MADRID PLAYA SURF+ANEXOS.pdf,Documentación/CAPEX/Madrid/Informes mensuales Hill International/2026_04_MOR_MADRID PLAYA SURF+ANEXOS.pdf,no source_hash or title/project match; enqueued,,3f082347-dfe2-4ed0-976d-3c91c60cdda1
missing,MAD,.pdf,6501791,2026_3_MOR_MADRID PLAYA SURF+ANEXOS.pdf,Documentación/CAPEX/Madrid/Informes mensuales Hill International/2026_3_MOR_MADRID PLAYA SURF+ANEXOS.pdf,no source_hash or title/project match; enqueued,,dc2e33e5-0ade-416a-9d5b-b60dd6453984
unsupported,MAD,.txt,167,Legal.zip_Error.txt,__Documentación/CAPEX/Madrid/Legal/Legal.zip_Error.txt,"parser/export error sidecar, not a source document",,
missing,MAD,.xlsx,315180,20251121 MPS Cost Allocation prop. ST nov 25.xlsx,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/20251121 MPS Cost Allocation prop. ST nov 25.xlsx,no source_hash or title/project match; enqueued,,ca9bb684-b8da-4cbe-a7b8-28d659fbf76b
missing,MAD,.xlsx,24114,Facturas noviembre Buenavista.xlsx,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Facturas noviembre Buenavista.xlsx,no source_hash or title/project match; enqueued,,f2cefc5c-65c7-43bb-8a71-1563096dfd45
missing,MAD,.pdf,53538,C5097 MADRID PLAYA SURF 02_04_2025 con adjunta.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/C5097 MADRID PLAYA SURF 02_04_2025 con adjunta.pdf,no source_hash or title/project match; enqueued,,2b1918f8-dfad-47aa-ad47-e96bbb56b9f4
missing,MAD,.pdf,105383,CLUB ATELTICO DE MADRID_Fac C 5431_Fecha 18-06-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATELTICO DE MADRID_Fac C 5431_Fecha 18-06-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,3fd2ec13-9b57-45cc-801d-89bcbe3abbf0
missing,MAD,.pdf,15931,CLUB ATLETICO DE MADRID_Fac C 4844_Fecha 10-01-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 4844_Fecha 10-01-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,0bd73828-2bf4-4767-8b33-3602f0d0dffb
missing,MAD,.pdf,15977,CLUB ATLETICO DE MADRID_Fac C 4876_Fecha 20-01-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 4876_Fecha 20-01-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,cc0112fa-7024-414f-9cbc-1a6c9d297777
duplicate_in_batch,MAD,.pdf,53538,CLUB ATLETICO DE MADRID_Fac C 5097_Fecha 02-04-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 5097_Fecha 02-04-25- MADRID PLAYA SURF.pdf,same bytes/project already present in this source batch: Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/C5097 MADRID PLAYA SURF 02_04_2025 con adjunta.pdf,,
missing,MAD,.pdf,15936,CLUB ATLETICO DE MADRID_Fac C 5099_Fecha 02-04-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 5099_Fecha 02-04-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,1d1e7e2f-7c85-4f1c-a965-0f77dbb9d525
missing,MAD,.pdf,423663,CLUB ATLETICO DE MADRID_Fac C 5198_Fecha 30-04-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 5198_Fecha 30-04-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,76b91fd5-94ef-4e42-8458-024b7990d59d
missing,MAD,.pdf,443530,CLUB ATLETICO DE MADRID_Fac C 5312_Fecha 28-05-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 5312_Fecha 28-05-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,a8a4d057-c4b8-4911-853d-724bcbd6a6cd
missing,MAD,.pdf,1946752,CLUB ATLETICO DE MADRID_Fac C 5748_Fecha 09-09-25- MADRID PLAYA SRUF.PDF,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 5748_Fecha 09-09-25- MADRID PLAYA SRUF.PDF,no source_hash or title/project match; enqueued,,ec718d11-cf4a-469e-96a3-ba1ca78e5f4e
missing,MAD,.pdf,613893,CLUB ATLETICO DE MADRID_Fac C 5780_Fecha 17-09-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 5780_Fecha 17-09-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,701ade96-036b-41eb-a0ee-7875162656af
missing,MAD,.pdf,132199,CLUB ATLETICO DE MADRID_Fac C 5906_Fecha 30-09-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 5906_Fecha 30-09-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,cf0423f6-e125-4812-a9ec-1cdab7ced875
missing,MAD,.pdf,433877,CLUB ATLETICO DE MADRID_Fac C 5907_Fecha 30-09-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 5907_Fecha 30-09-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,f639fe6d-cc02-435a-ab7e-a3be803a85f2
missing,MAD,.pdf,15816,CLUB ATLETICO DE MADRID_Fac C 5908_Fecha 30-09-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 5908_Fecha 30-09-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,b460d265-e756-4391-80eb-978607e694b5
missing,MAD,.pdf,15816,CLUB ATLETICO DE MADRID_Fac C 5909_Fecha 30-09-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 5909_Fecha 30-09-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,aa4918ad-1bc7-4117-863c-5c2ff97ee856
missing,MAD,.pdf,108639,CLUB ATLETICO DE MADRID_Fac C 5921_Fecha 02-10-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 5921_Fecha 02-10-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,00f22322-5ac8-439a-9e61-78bd0d66cdf1
missing,MAD,.pdf,298434,CLUB ATLETICO DE MADRID_Fac C 5962_Fecha 08-10-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C 5962_Fecha 08-10-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,d7c9af57-e00f-4b91-b249-21f67915010f
missing,MAD,.pdf,15980,CLUB ATLETICO DE MADRID_Fac C4555_Fecha 16-10-24- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C4555_Fecha 16-10-24- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,bf6e5aed-7c48-4aba-b53d-3e945e8faa70
missing,MAD,.pdf,215346,CLUB ATLETICO DE MADRID_Fac C-5745_Fecha 04-09-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/CLUB ATLETICO DE MADRID_Fac C-5745_Fecha 04-09-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,1377ac3f-31de-4c7c-b432-e6331cd78784
missing,MAD,.pdf,247410,COLLIERS INTERNATIONAL PROPERTY_Fac 011302591_Fecha 20-10-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/COLLIERS INTERNATIONAL PROPERTY_Fac 011302591_Fecha 20-10-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,e3d57c23-28f3-4240-ba81-07b09cc9233f
missing,MAD,.pdf,571535,HILL INTERNATIONAL_Fac 2500493_Fecha 31-07-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/HILL INTERNATIONAL_Fac 2500493_Fecha 31-07-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,6d898681-8032-4815-af27-b4018b7b8e92
missing,MAD,.pdf,571566,HILL INTERNATIONAL_Fac 2500544_Fecha 31-08-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/HILL INTERNATIONAL_Fac 2500544_Fecha 31-08-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,46214ca3-bb26-446a-8825-c7375241b6ba
missing,MAD,.pdf,571583,HILL INTERNATIONAL_Fac 2500615_Fecha 30-09-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/HILL INTERNATIONAL_Fac 2500615_Fecha 30-09-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,ce781d52-345a-4f28-8c5e-e1335d58d1b5
missing,MAD,.pdf,695183,SW INFRASPORTS_Fac 24-0099-000006_Fecha 30-09-24- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/SW INFRASPORTS_Fac 24-0099-000006_Fecha 30-09-24- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,4f31f318-7ef1-4238-9976-599364f378d6
missing,MAD,.pdf,6371,SW INFRASPORTS_Fac 24-0099-000007_Fecha 01-10-24- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/SW INFRASPORTS_Fac 24-0099-000007_Fecha 01-10-24- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,751bb80f-bb30-48fd-82fa-3061bfa2a428
missing,MAD,.pdf,695386,SW INFRASPORTS_Fac 24-0099-000011_Fecha 23-12-24- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/SW INFRASPORTS_Fac 24-0099-000011_Fecha 23-12-24- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,a195dec6-051b-4b0c-aed8-f5d25a7c29c4
missing,MAD,.pdf,695191,SW INFRASPORTS_Fac 25-0099-000001_Fecha 22-01-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/SW INFRASPORTS_Fac 25-0099-000001_Fecha 22-01-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,7e929495-9055-4867-a644-dc5b9f8b6b38
missing,MAD,.pdf,695129,SW INFRASPORTS_Fac 25-0099-000003_Fecha 31-03-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/SW INFRASPORTS_Fac 25-0099-000003_Fecha 31-03-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,81887482-0b66-4b98-a89e-ebb5640beff8
missing,MAD,.pdf,703063,SW INFRASPORTS_Fac 25-0099-000004_Fecha 27-06-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/SW INFRASPORTS_Fac 25-0099-000004_Fecha 27-06-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,98a50744-711c-47e6-963c-49fbf3651e14
missing,MAD,.pdf,703056,SW INFRASPORTS_Fac 25-0099-000006_Fecha 29-09-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/SW INFRASPORTS_Fac 25-0099-000006_Fecha 29-09-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,5fbd2680-dcb2-4217-a137-b2102dc37cb3
missing,MAD,.pdf,222911,TYPSA_Fac FV-TP005-250331-005_Fecha 31-03-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/TYPSA_Fac FV-TP005-250331-005_Fecha 31-03-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,2c1be460-2982-453b-a4cb-0dc9c7133c49
missing,MAD,.pdf,48227,VEO VEO QUE VES_Fac F250094_Fecha 30-07-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/VEO VEO QUE VES_Fac F250094_Fecha 30-07-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,051b0a88-0386-4f7f-a97a-d8c98e9a59bd
missing,MAD,.pdf,48278,VEO VEO QUE VES_Fac F250105_Fecha 27-08-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/VEO VEO QUE VES_Fac F250105_Fecha 27-08-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,aa420fba-4ce8-4400-b795-fb5d8807f170
missing,MAD,.pdf,156103,WAVEGARDEN SPAIN_Fac TB-2025-F0004_Fecha 18-09-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/1ª remesa facturas/Buenavista Facturas_nov 25/WAVEGARDEN SPAIN_Fac TB-2025-F0004_Fecha 18-09-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,2cb5b103-a67e-4aa1-a231-6141d076fad8
missing,MAD,.pdf,201601,CLUB ATLETICO DE MADRID_Fac C6020_Fecha 29-10-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/2ª remesa facturas/CLUB ATLETICO DE MADRID_Fac C6020_Fecha 29-10-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,ea4c94b3-4abf-41c7-a8e3-d8107d451fa4
missing,MAD,.pdf,109561,CLUB ATLETICO DE MADRID_Fac C6021_Fecha 29-10-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/2ª remesa facturas/CLUB ATLETICO DE MADRID_Fac C6021_Fecha 29-10-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,e8ddc64e-fcff-4683-970f-f61edb28f4d7
missing,MAD,.pdf,710825,CLUB ATLETICO DE MADRID_Fac C6022_Fecha 29-10-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/2ª remesa facturas/CLUB ATLETICO DE MADRID_Fac C6022_Fecha 29-10-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,c6b21aff-1b82-4cfa-a7e5-ce1957859582
missing,MAD,.pdf,40652,CLUB ATLETICO DE MADRID_Fac C6023_Fecha 29-10-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/2ª remesa facturas/CLUB ATLETICO DE MADRID_Fac C6023_Fecha 29-10-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,e025a66d-5dd2-435a-81df-8e52e8d500e5
unsupported,MAD,.zip,2409057,FACTURAS.zip,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/2ª remesa facturas/FACTURAS.zip,unsupported extension .zip,,
duplicate_in_batch,MAD,.pdf,691876,GEMSWELL VENTURES_Fac 25-0099-000010_Fecha 28-10-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/2ª remesa facturas/GEMSWELL VENTURES_Fac 25-0099-000010_Fecha 28-10-25- MADRID PLAYA SURF.pdf,same bytes/project already present in this source batch: 0. GEMSWELL VENTURES SL/SL/Accounts. Administration/2025/Factures/Facures Emeses/25-99-010 MPS KPMG_GEMSWELL.pdf,,
missing,MAD,.pdf,63970,HAKAWAY_Fac F-2025-0049_Fecha 06-11-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/2ª remesa facturas/HAKAWAY_Fac F-2025-0049_Fecha 06-11-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,5dcb6859-d6df-4dac-bfe1-d56e3eb65fa8
missing,MAD,.pdf,63171,HAKAWAY_Fac F-2025-0050_Fecha 06-11-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/2ª remesa facturas/HAKAWAY_Fac F-2025-0050_Fecha 06-11-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,0f5e150d-46df-4e76-bd01-8ccd6b2b532d
missing,MAD,.pdf,571580,HILL INTERNATIONAL_Fac 2500677_Fecha 31-10-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/2ª remesa facturas/HILL INTERNATIONAL_Fac 2500677_Fecha 31-10-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,6c3ab370-411d-4462-9932-ea95e112cea6
missing,MAD,.pdf,48278,VEO VEO QUE VES_Fac F250128_Fecha 30-10-25- MADRID PLAYA SURF.pdf,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/2ª remesa facturas/VEO VEO QUE VES_Fac F250128_Fecha 30-10-25- MADRID PLAYA SURF.pdf,no source_hash or title/project match; enqueued,,d684090c-a3ae-4159-bb6b-e36466d6a0fd
missing,MAD,.xlsx,1833897,20251127_CapEx Monitoring CF.xlsx,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/20251127_CapEx Monitoring CF.xlsx,no source_hash or title/project match; enqueued,,a890a9ef-f844-458a-a68a-35800ac21902
missing,MAD,.xlsx,1774525,20251127_CapEx Monitoring CF_Membresías.xlsx,Documentación/CAPEX/Madrid/Monitoring/1_nov 25/20251127_CapEx Monitoring CF_Membresías.xlsx,no source_hash or title/project match,,
missing,MAD,.pdf,2187084,2511 MPS.CSJ. Propuesta Certf. Nov 25_ff_CSJ_DF_PM FIRMADA.pdf,Documentación/CAPEX/Madrid/Monitoring/2_dic 25/Certi CSJ/2511 MPS.CSJ. Propuesta Certf. Nov 25_ff_CSJ_DF_PM FIRMADA.pdf,no source_hash or title/project match; enqueued,,6a77924b-431e-41a4-b336-412032594779
missing,MAD,.pdf,829426,2511 MPS.CSJ. Resumen Certf. Nov 25_ff_CSJ_DF_PM FIRMADA.pdf,Documentación/CAPEX/Madrid/Monitoring/2_dic 25/Certi CSJ/2511 MPS.CSJ. Resumen Certf. Nov 25_ff_CSJ_DF_PM FIRMADA.pdf,no source_hash or title/project match; enqueued,,da1cd0a2-0415-478f-b38f-5a5eeb88ab24
missing,MAD,.pdf,638331,120 MADRID PLAYA SURF 022026_Prev.Pagos.FINANCIABLE.pdf,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/120 MADRID PLAYA SURF 022026_Prev.Pagos.FINANCIABLE.pdf,no source_hash or title/project match; enqueued,,bf777831-0161-476a-b2c6-b4610c049670
missing,MAD,.pdf,32087,Remesa_MPS.pdf,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/extracto bancario remesa/Remesa_MPS.pdf,no source_hash or title/project match; enqueued,,7e5a5ae4-56a6-46b1-8ece-d892f44f6c51
missing,MAD,.xlsx,30898,1_Remesa Pagos_enero 2026.xlsx,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/old/1_Remesa Pagos_enero 2026.xlsx,no source_hash or title/project match; enqueued,,eba237ce-0f9c-400e-8836-1557251c3ae6
missing,MAD,.xlsx,24195,2_Remesa Pagos Buenavista 1_enero 2026.xlsx,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/old/2_Remesa Pagos Buenavista 1_enero 2026.xlsx,no source_hash or title/project match; enqueued,,e627b8af-7fa0-4624-9721-0ecbe0302d9d
missing,MAD,.xlsx,24388,2_Remesa Pagos Buenavista 1_enero 2026_rev1.xlsx,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/old/2_Remesa Pagos Buenavista 1_enero 2026_rev1.xlsx,no source_hash or title/project match; enqueued,,d9569c25-329e-4f1b-99e2-9bef12879700
missing,MAD,.xlsx,1705309,20260205_CapEx Monitoring CF_.xlsx,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/old/20260205_CapEx Monitoring CF_.xlsx,no source_hash or title/project match; enqueued,,c2dca65f-81bf-41a5-b071-3a80d1e657e3
unsupported,MAD,.txt,163,0_Modelos_Solicitud de disposición.docx_Error.txt,__Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/Solicitud 1ª disposición 28-02-2026/0_Modelos_Solicitud de disposición.docx_Error.txt,"parser/export error sidecar, not a source document",,
missing,MAD,.docx,79839,1_Febrero 2026_Solicitud de disposición.docx,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/Solicitud 1ª disposición 28-02-2026/1_Febrero 2026_Solicitud de disposición.docx,no source_hash or title/project match,,
missing,MAD,.docx,80003,1_Febrero 2026_Solicitud de disposición_rev1.docx,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/Solicitud 1ª disposición 28-02-2026/1_Febrero 2026_Solicitud de disposición_rev1.docx,no source_hash or title/project match,,
missing,MAD,.docx,79865,1_Febrero 2026_Solicitud de disposición_rev2.docx,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/Solicitud 1ª disposición 28-02-2026/1_Febrero 2026_Solicitud de disposición_rev2.docx,no source_hash or title/project match,,
missing,MAD,.docx,80179,1_Febrero 2026_Solicitud de disposición_rev3.docx,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/Solicitud 1ª disposición 28-02-2026/1_Febrero 2026_Solicitud de disposición_rev3.docx,no source_hash or title/project match,,
missing,MAD,.docx,80198,1_Febrero 2026_Solicitud de disposición_rev4.docx,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/Solicitud 1ª disposición 28-02-2026/1_Febrero 2026_Solicitud de disposición_rev4.docx,no source_hash or title/project match,,
missing,MAD,.pdf,94426,1_Febrero 2026_Solicitud de disposición_rev4.pdf,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/Solicitud 1ª disposición 28-02-2026/1_Febrero 2026_Solicitud de disposición_rev4.pdf,no source_hash or title/project match,,
missing,MAD,.pdf,197991,1_Febrero 2026_Solicitud de disposición_rev4_signed.pdf,Documentación/CAPEX/Madrid/Monitoring/3_ene 26_1ª dispo/Solicitud 1ª disposición 28-02-2026/1_Febrero 2026_Solicitud de disposición_rev4_signed.pdf,no source_hash or title/project match,,
